"car_value","salary_range","debt_to_income_ratio","loan_length","repaid_loan_on_prev_car","size_of_downpayment","driver_tenure","repaid"
34793,"20K - 40K €",0.690035355,11,TRUE,"0%",6.915806894,1
81523,"0 - 20K €",0.51978433,20,FALSE,"10%",6.960835166,0
22612,"20K - 40K €",0.704444543,9,FALSE,"20%",0.250189697,1
40135,"20K - 40K €",0.360105116,6,TRUE,"40%",5.992388765,0
19604,"0 - 20K €",0.456133027,19,FALSE,"0%",5.569170177,0
13215,"0 - 20K €",0.651236944,10,TRUE,"40%",2.901591914,0
10577,"20K - 40K €",0.717617094,6,TRUE,"20%",6.049440619,0
10809,"0 - 20K €",0.520927697,16,FALSE,"0%",1.407854008,0
16299,"20K - 40K €",0.722351864,12,TRUE,"0%",NA,1
16726,"20K - 40K €",0.539275335,20,FALSE,"30%",2.289079933,1
23335,"40K - 60K €",0.679255059,20,FALSE,"30%",1.02552198,1
22462,"40K - 60K €",0.477342105,7,TRUE,"10%",NA,1
26884,"0 - 20K €",0.546934117,17,TRUE,"10%",6.469913421,1
16681,"60K+ €",0.728282159,21,FALSE,"20%",2.394736049,1
74012,"0 - 20K €",0.457115157,21,FALSE,"40%",6.337843588,1
81191,"40K - 60K €",0.688046809,6,FALSE,"30%",4.409764733,0
20427,"40K - 60K €",0.636572341,17,TRUE,"30%",4.426017258,1
38845,"40K - 60K €",0.710874909,20,TRUE,"20%",5.443515988,1
15719,"40K - 60K €",0.710263226,19,FALSE,"10%",1.024231863,1
29848,"20K - 40K €",0.715891393,21,TRUE,"30%",6.063495942,1
12418,"40K - 60K €",0.727204818,19,TRUE,"10%",6.368130179,1
53117,"0 - 20K €",0.331513701,17,FALSE,"30%",6.829909882,0
45353,"0 - 20K €",0.272343803,20,FALSE,"20%",5.438977247,0
55633,"40K - 60K €",0.708259758,10,FALSE,"40%",0.073495058,1
10534,"0 - 20K €",0.282580615,14,TRUE,"0%",4.041140077,0
27206,"20K - 40K €",0.648283038,11,TRUE,"40%",6.621495217,1
29277,"0 - 20K €",0.604248478,12,TRUE,"10%",6.743296476,1
30679,"20K - 40K €",0.66838056,6,TRUE,"40%",4.577692901,0
18425,"20K - 40K €",0.724400704,7,TRUE,"0%",6.098474179,0
48311,"20K - 40K €",0.705348944,14,FALSE,"30%",0.184820872,1
16116,"0 - 20K €",0.63767778,17,FALSE,"10%",NA,0
16854,"40K - 60K €",0.707324993,21,FALSE,"10%",0.841633099,1
59156,"0 - 20K €",0.681000464,21,TRUE,"20%",6.806712765,1
17439,"0 - 20K €",0.346797588,15,FALSE,"20%",6.632015153,0
22393,"0 - 20K €",0.285123824,15,FALSE,"0%",4.20788512,0
30222,"0 - 20K €",0.268919356,17,FALSE,"40%",6.584806685,0
72616,"20K - 40K €",0.714423747,13,FALSE,"20%",0.176239462,1
61625,"40K - 60K €",0.584369096,6,TRUE,"20%",6.02243976,0
19387,"20K - 40K €",0.716269361,21,TRUE,"30%",5.903217105,1
53967,"0 - 20K €",0.283955028,18,FALSE,"20%",NA,0
17973,"0 - 20K €",0.277818198,14,TRUE,"40%",6.918013912,0
19117,"0 - 20K €",0.664479717,6,TRUE,"20%",6.966489554,0
62639,"60K+ €",0.727766139,6,FALSE,"20%",4.635873999,0
66371,"20K - 40K €",0.704629452,16,FALSE,"20%",0.742536751,1
22483,"0 - 20K €",0.386956784,18,FALSE,"30%",6.772113642,0
12941,"20K - 40K €",0.729132012,11,TRUE,"10%",5.393793322,0
21655,"20K - 40K €",0.616002703,9,TRUE,"30%",5.147823806,0
15175,"20K - 40K €",0.723967996,7,TRUE,"10%",5.449680671,0
80257,"20K - 40K €",0.65579417,6,TRUE,"40%",0.087180212,1
52811,"20K - 40K €",0.603225875,21,TRUE,"40%",6.2015472,1
19343,"0 - 20K €",0.284031567,19,FALSE,"0%",5.683924105,0
15393,"40K - 60K €",0.725239776,20,TRUE,"30%",6.198130315,1
13913,"40K - 60K €",0.517237274,11,TRUE,"10%",2.944279039,1
19101,"40K - 60K €",0.694913197,21,FALSE,"20%",2.39455488,1
13076,"0 - 20K €",0.561186158,17,TRUE,"0%",2.265436998,0
72038,"20K - 40K €",0.502176069,20,TRUE,"10%",6.806485312,1
30866,"20K - 40K €",0.452700703,6,TRUE,"40%",5.346940803,0
70342,"20K - 40K €",0.371943442,13,TRUE,"20%",5.690818767,1
10185,"60K+ €",0.720149584,19,TRUE,"40%",1.393536478,1
33527,"0 - 20K €",0.279083927,19,TRUE,"40%",6.942071369,0
13199,"40K - 60K €",0.604594893,8,FALSE,"40%",2.391493989,1
40776,"40K - 60K €",0.729091869,11,FALSE,"10%",0.296238837,1
17658,"0 - 20K €",0.462088938,17,FALSE,"0%",2.571835038,0
12209,"20K - 40K €",0.721924343,7,TRUE,"10%",NA,1
12439,"20K - 40K €",0.603242531,12,TRUE,"20%",0.983375789,1
24215,"0 - 20K €",0.315762937,15,FALSE,"0%",3.915891737,0
27823,"20K - 40K €",0.725874994,6,TRUE,"0%",0.18548407,1
18516,"0 - 20K €",0.716332023,17,TRUE,"20%",6.527566374,1
21318,"40K - 60K €",0.67835703,19,FALSE,"40%",1.813987474,1
59394,"40K - 60K €",0.699805415,6,TRUE,"20%",5.547297198,0
10479,"40K - 60K €",0.6983279,6,TRUE,"30%",6.819156891,0
36422,"0 - 20K €",0.331565345,19,FALSE,"40%",6.822409524,0
37215,"0 - 20K €",0.276479066,19,FALSE,"40%",6.709119419,0
23073,"20K - 40K €",0.727840156,21,TRUE,"10%",6.699964478,1
16182,"20K - 40K €",0.727413671,12,TRUE,"0%",2.376767735,0
14804,"60K+ €",0.730564342,6,FALSE,"0%",6.368423947,0
13291,"0 - 20K €",0.274880928,11,FALSE,"10%",4.047978741,0
15726,"0 - 20K €",0.618504729,19,TRUE,"10%",3.207761702,1
11590,"0 - 20K €",0.472329094,16,TRUE,"0%",3.120314075,0
10955,"20K - 40K €",0.705912269,7,TRUE,"20%",6.532531717,0
11647,"20K - 40K €",0.622647216,18,TRUE,"10%",2.32426019,1
90073,"20K - 40K €",0.568041719,20,TRUE,"30%",6.078631893,1
11253,"20K - 40K €",0.706070562,14,TRUE,"10%",3.262153197,0
20209,"40K - 60K €",0.711211868,21,TRUE,"10%",5.726722823,1
11442,"0 - 20K €",0.360368016,15,FALSE,"10%",4.044960624,0
17287,"0 - 20K €",0.559270173,11,TRUE,"0%",6.953220789,0
10182,"60K+ €",0.647708476,13,FALSE,"40%",0.356814616,1
13450,"0 - 20K €",0.278008903,15,FALSE,"20%",6.287862144,0
15297,"20K - 40K €",0.657989436,19,FALSE,"30%",1.391962339,1
50392,"0 - 20K €",0.292665596,18,FALSE,"30%",6.965732469,0
20342,"20K - 40K €",0.518858597,7,TRUE,"30%",4.289737875,0
45393,"40K - 60K €",0.706862292,18,FALSE,"40%",0.63255957,1
10553,"0 - 20K €",0.559260111,6,TRUE,"40%",6.885045125,0
11099,"40K - 60K €",0.709343629,9,TRUE,"10%",5.774788711,1
16875,"20K - 40K €",0.69275983,15,TRUE,"30%",NA,1
15965,"20K - 40K €",0.721790053,17,TRUE,"10%",6.535147413,1
27599,"0 - 20K €",0.722456862,20,TRUE,"40%",NA,1
14585,"0 - 20K €",0.615403355,8,TRUE,"10%",0.467758354,1
14653,"20K - 40K €",0.727660063,19,TRUE,"20%",6.778036582,1
23228,"20K - 40K €",0.722857689,21,TRUE,"30%",6.481364161,1
40740,"40K - 60K €",0.645505833,6,TRUE,"30%",4.481060193,0
67803,"20K - 40K €",0.731305115,6,FALSE,"10%",4.651978235,0
13197,"20K - 40K €",0.611428308,17,TRUE,"20%",NA,1
89906,"20K - 40K €",0.681498711,20,TRUE,"30%",5.795874573,1
17217,"40K - 60K €",0.714734932,21,TRUE,"20%",5.058598633,1
12824,"20K - 40K €",0.716010091,9,TRUE,"10%",6.802632139,1
41325,"20K - 40K €",0.610659981,17,FALSE,"20%",0.328533645,1
83280,"0 - 20K €",0.627878158,20,TRUE,"20%",NA,1
24562,"0 - 20K €",0.625699957,15,TRUE,"20%",5.849338568,0
63834,"60K+ €",0.69266751,6,TRUE,"0%",6.904819228,0
50404,"0 - 20K €",0.265114764,18,FALSE,"40%",6.368559148,0
58858,"20K - 40K €",0.724005005,6,FALSE,"0%",NA,0
32314,"0 - 20K €",0.37107231,18,FALSE,"30%",6.152347444,0
33220,"0 - 20K €",0.400761096,20,TRUE,"0%",4.97677941,0
11493,"20K - 40K €",0.722577896,8,TRUE,"0%",6.254003841,1
15991,"60K+ €",0.722685978,7,TRUE,"20%",1.886793103,0
83333,"20K - 40K €",0.724967621,14,FALSE,"30%",0.243679157,1
18644,"0 - 20K €",0.730221547,19,TRUE,"0%",6.189023764,1
21075,"0 - 20K €",0.441662827,17,FALSE,"30%",6.678646867,0
82665,"20K - 40K €",0.729216711,6,FALSE,"10%",6.975502291,0
21164,"60K+ €",0.601580305,20,FALSE,"40%",1.679895829,1
42298,"0 - 20K €",0.707927641,10,TRUE,"0%",6.887142988,0
14064,"0 - 20K €",0.289661138,18,FALSE,"20%",1.683636479,0
52288,"40K - 60K €",0.723857999,17,FALSE,"20%",0.228597727,1
51510,"40K - 60K €",0.72491039,6,FALSE,"20%",6.360188835,0
16354,"20K - 40K €",0.729328022,20,TRUE,"40%",6.870317813,1
14017,"0 - 20K €",0.380067959,18,FALSE,"10%",4.257537371,0
11233,"60K+ €",0.722904969,16,TRUE,"0%",1.493780826,1
11640,"40K - 60K €",0.583031342,21,FALSE,"40%",4.672155163,1
16833,"60K+ €",0.727837019,20,FALSE,"10%",0.794164208,1
13720,"0 - 20K €",0.696019379,7,TRUE,"10%",6.585165392,0
21391,"20K - 40K €",0.719187576,17,TRUE,"20%",6.630977626,1
11001,"20K - 40K €",0.715731114,6,TRUE,"10%",6.934420921,0
13860,"0 - 20K €",0.496096981,19,FALSE,"0%",NA,0
27070,"20K - 40K €",0.727768961,21,TRUE,"30%",5.274509231,1
27708,"0 - 20K €",0.35466288,19,FALSE,"30%",6.406432147,0
24164,"40K - 60K €",0.70585622,19,FALSE,"30%",0.563287522,1
21120,"0 - 20K €",0.369634838,19,FALSE,"20%",4.925115704,0
43815,"60K+ €",0.641562355,6,TRUE,"20%",6.378817963,0
41620,"0 - 20K €",0.299069523,19,TRUE,"20%",6.866928061,0
19005,"0 - 20K €",0.2657137,17,FALSE,"40%",6.697598886,0
52870,"40K - 60K €",0.576001191,17,TRUE,"0%",NA,1
23179,"0 - 20K €",0.309695862,19,TRUE,"0%",3.51566989,0
26171,"20K - 40K €",0.718421068,7,FALSE,"0%",0.109276862,1
19405,"0 - 20K €",0.656065795,19,TRUE,"30%",5.09777857,0
89303,"0 - 20K €",0.55219098,21,FALSE,"30%",NA,0
18527,"20K - 40K €",0.683553001,19,TRUE,"30%",NA,1
16703,"20K - 40K €",0.573461759,7,TRUE,"30%",6.585914668,0
10961,"0 - 20K €",0.715411642,12,TRUE,"20%",6.387744319,1
34708,"20K - 40K €",0.584747047,10,FALSE,"20%",0.104353864,1
19140,"60K+ €",0.718994633,16,TRUE,"30%",0.631314943,1
17576,"40K - 60K €",0.653835896,15,TRUE,"20%",5.263215754,1
20719,"0 - 20K €",0.310038836,17,TRUE,"0%",6.457111236,0
26749,"20K - 40K €",0.628695802,6,TRUE,"40%",5.765598325,0
28210,"60K+ €",0.724005359,6,TRUE,"30%",4.348790088,0
23966,"40K - 60K €",0.605176894,17,FALSE,"30%",0.663489169,1
28341,"0 - 20K €",0.667249316,14,FALSE,"10%",1.46271038,1
15949,"20K - 40K €",0.670171776,17,FALSE,"20%",1.174014429,1
95884,"20K - 40K €",0.521288685,21,TRUE,"40%",NA,1
16458,"20K - 40K €",0.59426168,6,TRUE,"40%",6.784338537,0
45042,"20K - 40K €",0.553583096,14,TRUE,"20%",5.029929038,1
19827,"40K - 60K €",0.725565582,14,FALSE,"0%",0.243578596,1
65709,"0 - 20K €",0.557391984,20,TRUE,"40%",6.943176972,1
36275,"40K - 60K €",0.728400371,7,TRUE,"0%",5.827395019,0
26796,"40K - 60K €",0.723378757,21,TRUE,"30%",1.91785527,1
17579,"40K - 60K €",0.714529181,6,FALSE,"20%",6.027424598,0
27216,"20K - 40K €",0.63046478,6,TRUE,"20%",6.885877349,0
46661,"40K - 60K €",0.723732254,14,FALSE,"20%",0.202684198,1
37209,"0 - 20K €",0.296937839,19,FALSE,"30%",5.996648947,0
18581,"0 - 20K €",0.282850397,17,FALSE,"40%",6.368841815,0
95872,"40K - 60K €",0.720620449,10,FALSE,"30%",NA,1
19800,"20K - 40K €",0.712814329,18,TRUE,"30%",5.72711059,1
40843,"40K - 60K €",0.661843479,18,FALSE,"40%",0.247084834,1
15524,"40K - 60K €",0.723279042,17,TRUE,"30%",5.470975721,0
25764,"20K - 40K €",0.679746337,14,FALSE,"0%",0.230869244,1
17955,"0 - 20K €",0.467669285,17,FALSE,"10%",3.524145373,0
11515,"40K - 60K €",0.546150864,22,FALSE,"40%",4.24626181,1
17052,"40K - 60K €",0.726005421,7,TRUE,"0%",5.021292451,0
11425,"20K - 40K €",0.724688836,17,TRUE,"0%",5.542302089,1
19275,"0 - 20K €",0.714527094,8,FALSE,"20%",0.430622195,0
11702,"0 - 20K €",0.31865597,17,FALSE,"0%",2.528780448,0
86340,"20K - 40K €",0.530846057,19,TRUE,"0%",6.320091615,1
18184,"20K - 40K €",0.498614779,7,TRUE,"40%",2.20986833,0
21623,"0 - 20K €",0.403356566,19,FALSE,"30%",5.690937257,0
14585,"40K - 60K €",0.68064303,13,TRUE,"30%",4.755648555,1
10586,"40K - 60K €",0.690179315,21,TRUE,"10%",NA,1
48048,"20K - 40K €",0.70854119,8,TRUE,"30%",NA,1
16477,"20K - 40K €",0.469371445,20,FALSE,"30%",1.945170733,1
12150,"0 - 20K €",0.318401925,16,FALSE,"30%",5.328980964,0
30753,"20K - 40K €",0.639674436,6,TRUE,"20%",6.502004548,0
59666,"20K - 40K €",0.532513443,6,TRUE,"40%",5.874682843,0
79562,"20K - 40K €",0.510355045,19,TRUE,"0%",6.151350404,1
12589,"20K - 40K €",0.629373445,19,TRUE,"0%",NA,1
28368,"20K - 40K €",0.720459029,19,TRUE,"0%",6.444679878,1
16791,"40K - 60K €",0.708167404,6,TRUE,"10%",6.607621695,0
50688,"0 - 20K €",0.48575958,20,TRUE,"0%",5.503074924,0
50137,"0 - 20K €",0.439733188,20,FALSE,"30%",NA,0
33785,"40K - 60K €",0.611643967,12,TRUE,"40%",0.428453939,0
22587,"0 - 20K €",0.273467552,18,FALSE,"20%",NA,0
32436,"20K - 40K €",0.691459605,8,TRUE,"30%",5.468393211,0
12359,"0 - 20K €",0.507557272,15,FALSE,"10%",5.357268892,0
81877,"20K - 40K €",0.593673107,17,FALSE,"40%",NA,1
53340,"60K+ €",0.723598607,6,TRUE,"0%",4.081088072,0
19763,"20K - 40K €",0.70377316,6,TRUE,"20%",6.826449195,0
44269,"20K - 40K €",0.707957538,6,TRUE,"10%",0.077138634,1
57772,"0 - 20K €",0.703503354,21,TRUE,"0%",6.039160177,0
23964,"0 - 20K €",0.63821327,14,TRUE,"30%",4.726712125,0
10599,"0 - 20K €",0.372568114,21,FALSE,"20%",6.343973817,1
10535,"20K - 40K €",0.727225739,9,TRUE,"0%",5.91307983,1
16599,"0 - 20K €",0.310099767,17,FALSE,"0%",6.279252368,0
13068,"40K - 60K €",0.709369208,6,TRUE,"20%",5.929161675,0
33296,"0 - 20K €",0.721513218,17,FALSE,"0%",0.285416306,1
69101,"0 - 20K €",0.302859838,19,FALSE,"40%",6.635126117,0
14506,"40K - 60K €",0.729278924,6,TRUE,"0%",5.616102225,0
13155,"20K - 40K €",0.672845673,20,FALSE,"10%",1.946313032,1
38392,"40K - 60K €",0.489558192,14,TRUE,"20%",5.052119658,1
13535,"0 - 20K €",0.722044999,19,TRUE,"0%",5.335905346,0
13039,"0 - 20K €",0.385717915,19,TRUE,"0%",4.416609397,0
12405,"20K - 40K €",0.666085233,20,FALSE,"20%",NA,1
10477,"20K - 40K €",0.702989063,20,FALSE,"0%",3.479782789,1
15333,"60K+ €",0.722134282,17,FALSE,"40%",0.185348115,1
50265,"0 - 20K €",0.337773623,13,TRUE,"40%",2.794252736,0
59250,"40K - 60K €",0.69057966,6,TRUE,"40%",6.828428049,0
15211,"20K - 40K €",0.711798173,15,TRUE,"20%",6.336036717,1
46321,"0 - 20K €",0.353611771,20,TRUE,"10%",6.65298779,0
28091,"40K - 60K €",0.705909302,20,TRUE,"0%",5.245959095,1
12416,"0 - 20K €",0.309496893,17,TRUE,"0%",1.050998098,0
27292,"60K+ €",0.725717218,7,TRUE,"0%",NA,1
11363,"40K - 60K €",0.723639157,18,TRUE,"0%",5.664547128,1
12791,"0 - 20K €",0.730628163,19,TRUE,"20%",6.960446343,1
11872,"20K - 40K €",0.705144859,15,TRUE,"0%",6.782717212,1
29427,"20K - 40K €",0.706364169,6,TRUE,"20%",6.031084242,0
16625,"60K+ €",0.713294457,20,FALSE,"20%",1.113489439,1
45681,"20K - 40K €",0.712812727,21,TRUE,"10%",6.679283629,1
11301,"40K - 60K €",0.721634619,15,TRUE,"10%",5.290064501,1
66616,"20K - 40K €",0.719204633,18,FALSE,"30%",0.534446086,1
75048,"40K - 60K €",0.660794219,18,TRUE,"0%",6.753219387,1
50984,"0 - 20K €",0.687262665,18,TRUE,"10%",NA,1
63204,"0 - 20K €",0.704749278,10,FALSE,"20%",0.181915616,1
14328,"20K - 40K €",0.675949138,17,TRUE,"40%",2.516622679,1
17700,"0 - 20K €",0.316118539,18,TRUE,"0%",5.461342323,0
15116,"0 - 20K €",0.453758368,18,TRUE,"10%",6.721784763,0
23919,"0 - 20K €",0.372158971,20,TRUE,"30%",NA,0
10382,"20K - 40K €",0.731661184,19,TRUE,"0%",6.224006999,1
14289,"0 - 20K €",0.347321556,15,FALSE,"0%",6.437973564,0
29055,"0 - 20K €",0.428905664,19,TRUE,"10%",6.817126337,0
19199,"40K - 60K €",0.725164051,6,FALSE,"20%",6.227112216,0
57208,"40K - 60K €",0.728159374,18,FALSE,"10%",NA,1
94071,"0 - 20K €",0.503498683,20,TRUE,"30%",6.691018617,1
20941,"20K - 40K €",0.668032895,19,FALSE,"40%",2.588870557,1
10352,"40K - 60K €",0.730528911,10,TRUE,"0%",6.748004178,1
61676,"40K - 60K €",0.594691518,6,FALSE,"40%",6.044602049,0
13385,"40K - 60K €",0.702701549,15,TRUE,"10%",3.638383316,1
28790,"20K - 40K €",0.689361945,21,TRUE,"10%",6.6984476,1
15192,"0 - 20K €",0.683798991,14,FALSE,"0%",NA,1
40591,"40K - 60K €",0.719577238,21,FALSE,"30%",1.377611617,1
14770,"40K - 60K €",0.715095324,19,TRUE,"0%",6.546998628,1
11278,"40K - 60K €",0.726933242,21,TRUE,"30%",5.115913374,1
15048,"20K - 40K €",0.731860549,21,TRUE,"0%",NA,1
12187,"0 - 20K €",0.351694266,16,FALSE,"0%",3.085642482,0
21570,"40K - 60K €",0.651336834,7,TRUE,"10%",NA,0
16864,"20K - 40K €",0.726069071,9,TRUE,"10%",4.787347034,0
11540,"0 - 20K €",0.270105795,14,FALSE,"30%",4.079154993,0
25306,"0 - 20K €",0.670518381,9,TRUE,"20%",0.802041854,1
22601,"0 - 20K €",0.266056974,18,TRUE,"30%",NA,0
23096,"0 - 20K €",0.363835316,6,TRUE,"40%",6.499952618,0
52679,"20K - 40K €",0.645991503,14,FALSE,"20%",0.402351895,1
10505,"20K - 40K €",0.727207083,11,TRUE,"10%",6.64718291,1
21008,"0 - 20K €",0.50552522,13,FALSE,"0%",0.810896893,1
13067,"0 - 20K €",0.547369183,18,TRUE,"20%",2.708918014,0
12165,"0 - 20K €",0.281895825,17,FALSE,"10%",3.124702183,0
31143,"0 - 20K €",0.713974457,21,FALSE,"10%",5.451853107,0
11420,"40K - 60K €",0.644671936,7,TRUE,"30%",NA,1
35810,"40K - 60K €",0.719119373,8,TRUE,"20%",0.250390821,1
16340,"0 - 20K €",0.288920074,15,FALSE,"30%",6.721107268,0
25813,"0 - 20K €",0.515701246,19,FALSE,"10%",5.389729184,0
11443,"0 - 20K €",0.378568824,16,FALSE,"0%",5.62939526,0
43624,"0 - 20K €",0.346287492,19,FALSE,"40%",6.008232797,0
53955,"0 - 20K €",0.295413,19,FALSE,"20%",NA,0
64540,"0 - 20K €",0.672774356,20,TRUE,"10%",6.617157811,1
12023,"20K - 40K €",0.725264606,9,TRUE,"10%",5.7059181,0
13283,"0 - 20K €",0.521099438,18,FALSE,"20%",3.786266717,0
36232,"20K - 40K €",0.712532112,19,FALSE,"10%",0.623666446,1
10683,"40K - 60K €",0.719622113,20,TRUE,"40%",2.575038738,1
34413,"0 - 20K €",0.334069836,20,FALSE,"40%",NA,0
13493,"20K - 40K €",0.717721697,9,TRUE,"20%",NA,0
34028,"60K+ €",0.717844723,19,FALSE,"30%",0.217953386,1
25163,"0 - 20K €",0.695093683,6,FALSE,"40%",NA,0
14533,"20K - 40K €",0.711035783,16,TRUE,"0%",6.370848185,1
41443,"40K - 60K €",0.669588745,10,TRUE,"10%",5.783434917,0
13854,"20K - 40K €",0.721062786,13,TRUE,"30%",6.405039458,0
11082,"0 - 20K €",0.291172346,13,FALSE,"10%",NA,0
34853,"0 - 20K €",0.335090421,19,FALSE,"10%",6.805463374,0
16027,"60K+ €",0.692375051,17,FALSE,"20%",0.526614619,1
41328,"0 - 20K €",0.462929007,20,FALSE,"0%",5.800542741,0
79213,"0 - 20K €",0.528640837,21,TRUE,"40%",6.880540452,0
24012,"40K - 60K €",0.729970616,9,TRUE,"0%",6.479489257,0
14014,"20K - 40K €",0.6197134,19,TRUE,"10%",2.640054899,1
40031,"0 - 20K €",0.331388873,20,FALSE,"40%",6.866497961,0
20107,"40K - 60K €",0.637851298,21,FALSE,"40%",1.729074807,1
15997,"0 - 20K €",0.724199582,14,FALSE,"0%",1.668777702,1
63392,"20K - 40K €",0.729045401,9,FALSE,"10%",0.22187272,1
14188,"20K - 40K €",0.703987181,20,TRUE,"40%",2.616030283,1
13395,"40K - 60K €",0.725155759,20,TRUE,"30%",5.946076322,1
15903,"0 - 20K €",0.265558758,14,FALSE,"20%",4.683970009,0
11751,"20K - 40K €",0.726536801,17,TRUE,"0%",6.289453476,1
25688,"40K - 60K €",0.696122551,19,FALSE,"20%",0.602437499,1
24609,"0 - 20K €",0.449485496,19,FALSE,"20%",2.023347218,1
15382,"20K - 40K €",0.585649125,8,TRUE,"20%",6.355192337,0
52896,"20K - 40K €",0.669365094,7,TRUE,"0%",NA,0
14841,"40K - 60K €",0.584731868,14,FALSE,"20%",0.421221506,1
100978,"0 - 20K €",0.623964656,20,TRUE,"10%",6.934938221,1
31222,"20K - 40K €",0.516958697,7,TRUE,"30%",4.369756189,0
11434,"60K+ €",0.719003411,11,TRUE,"0%",4.492160366,1
10406,"20K - 40K €",0.712293345,13,TRUE,"0%",5.759837654,0
10976,"0 - 20K €",0.492814286,20,FALSE,"0%",3.813092473,1
98920,"20K - 40K €",0.665176577,6,TRUE,"10%",6.873908872,0
27673,"20K - 40K €",0.509226826,11,FALSE,"40%",2.805926136,1
13946,"0 - 20K €",0.72224557,8,TRUE,"0%",6.788716941,0
11065,"20K - 40K €",0.292649685,17,TRUE,"0%",0.67719056,0
17249,"60K+ €",0.721400325,17,TRUE,"0%",5.997587068,1
17691,"40K - 60K €",0.657023097,21,FALSE,"30%",NA,1
75184,"60K+ €",0.728815017,8,TRUE,"0%",5.364870188,0
30554,"0 - 20K €",0.657408756,12,TRUE,"10%",NA,1
16684,"60K+ €",0.714275631,21,TRUE,"10%",2.27347075,1
35325,"60K+ €",0.716385578,20,FALSE,"30%",0.78335772,1
32017,"40K - 60K €",0.714772904,6,TRUE,"10%",6.740261185,0
13978,"60K+ €",0.721760249,19,TRUE,"20%",4.891224144,1
15167,"0 - 20K €",0.427975693,9,TRUE,"30%",NA,0
24187,"0 - 20K €",0.654595791,19,FALSE,"10%",1.370511751,0
27147,"40K - 60K €",0.719593703,6,TRUE,"10%",6.879294746,0
63303,"40K - 60K €",0.722674322,19,FALSE,"30%",0.136099878,1
14354,"0 - 20K €",0.638563434,10,TRUE,"30%",0.58127659,1
17211,"40K - 60K €",0.731308889,8,TRUE,"0%",4.194998846,0
38511,"40K - 60K €",0.730707048,6,TRUE,"0%",6.650459477,0
30122,"40K - 60K €",0.524541663,11,TRUE,"40%",5.470668308,1
11037,"0 - 20K €",0.460536484,20,FALSE,"0%",2.877623005,1
59829,"20K - 40K €",0.659307715,21,TRUE,"30%",6.608721622,1
30698,"0 - 20K €",0.386006428,19,FALSE,"40%",6.023829528,1
23365,"60K+ €",0.726547879,20,FALSE,"10%",0.205622979,1
47138,"0 - 20K €",0.688981876,20,TRUE,"0%",6.990175144,1
15314,"0 - 20K €",0.262534413,12,FALSE,"40%",6.862251288,0
15254,"60K+ €",0.723294704,10,FALSE,"20%",0.173919327,1
13788,"20K - 40K €",0.622703162,21,FALSE,"30%",3.735495631,1
11573,"20K - 40K €",0.516873727,19,TRUE,"10%",2.813362052,1
12674,"40K - 60K €",0.720267726,14,TRUE,"0%",3.103561808,1
28762,"40K - 60K €",0.709650289,7,TRUE,"20%",4.604252997,0
32627,"0 - 20K €",0.714794392,20,TRUE,"20%",6.754905249,1
37014,"20K - 40K €",0.684764869,13,TRUE,"10%",NA,1
51314,"40K - 60K €",0.712933971,16,FALSE,"40%",0.154144458,1
24663,"0 - 20K €",0.43395494,16,FALSE,"20%",6.611606925,0
18942,"60K+ €",0.72919467,11,FALSE,"20%",0.148013689,1
20319,"0 - 20K €",0.410787453,18,FALSE,"30%",6.886598999,0
14537,"40K - 60K €",0.688354956,16,TRUE,"40%",5.393251069,1
104089,"20K - 40K €",0.413038985,21,TRUE,"0%",6.744423188,1
15706,"0 - 20K €",0.281197238,16,FALSE,"40%",4.724666665,0
65833,"40K - 60K €",0.721031529,9,FALSE,"10%",0.038753169,1
19888,"0 - 20K €",0.32193449,16,FALSE,"0%",4.91283566,0
21164,"0 - 20K €",0.716544183,10,FALSE,"10%",0.665645904,1
18546,"40K - 60K €",0.727915143,22,FALSE,"10%",3.132235822,1
34713,"0 - 20K €",0.276232513,19,FALSE,"40%",6.705432444,0
10676,"40K - 60K €",0.554281186,21,FALSE,"20%",NA,1
11677,"0 - 20K €",0.26385056,15,FALSE,"20%",4.873597925,0
13657,"20K - 40K €",0.714988499,12,TRUE,"20%",4.575781945,1
33926,"60K+ €",0.731152311,8,TRUE,"0%",5.033138325,0
41121,"20K - 40K €",0.721835102,11,FALSE,"20%",0.16162165,1
30883,"20K - 40K €",0.455690941,6,TRUE,"40%",2.375686681,0
46607,"20K - 40K €",0.676682606,20,TRUE,"30%",6.826229973,1
46279,"0 - 20K €",0.718839736,21,TRUE,"20%",5.738977829,1
21823,"0 - 20K €",0.285727249,19,TRUE,"40%",6.273994953,0
19089,"0 - 20K €",0.455248651,19,TRUE,"10%",4.558510165,0
26109,"0 - 20K €",0.549664646,14,FALSE,"20%",1.242924053,1
12390,"20K - 40K €",0.728626941,20,TRUE,"0%",5.366890395,1
23360,"20K - 40K €",0.646686658,14,TRUE,"40%",1.936631699,1
22477,"20K - 40K €",0.582312687,6,TRUE,"30%",6.694959126,0
13222,"0 - 20K €",0.467910983,6,FALSE,"40%",6.560078352,1
12457,"40K - 60K €",0.658858873,6,TRUE,"0%",NA,1
11632,"20K - 40K €",0.689459341,19,FALSE,"0%",2.48344286,1
10098,"0 - 20K €",0.266180217,7,FALSE,"0%",1.333125231,0
10751,"0 - 20K €",0.534357861,7,TRUE,"30%",6.732782952,0
12730,"20K - 40K €",0.715160623,15,FALSE,"0%",0.644954181,1
