"car_value","debt_to_income_ratio","loan_length","repaid_loan_on_prev_car","payment_to_income","downpayment_amount","loan_to_value_ratio","driver_tenure","repaid","salary_range.0...20K..","salary_range.20K...40K..","salary_range.40K...60K..","salary_range.60K..."
11844,0.711127709,9,1,0.340063818785023,0,1,4.844616977,"Not_Repaid",0,0,1,0
12906,0.663352509,17,1,0.200980729887692,25.812,0.998,3.165588794,"Repaid",0,0,0,1
24295,0.729481698,8,0,0.782171867205321,0,1,6.511713796,"Not_Repaid",0,0,1,0
18878,0.686717722,21,0,0.241342210887579,18.878,0.999,2.91000572664649,"Repaid",0,1,0,0
41094,0.668510781,7,1,1.50553299881166,41.094,0.999,3.875384246,"Not_Repaid",0,0,1,0
17583,0.573239866,19,0,0.246839229173979,17.583,0.999,1.996088867,"Repaid",0,1,0,0
25363,0.603610537,6,1,1.0783419120489,76.089,0.997,6.883161743,"Not_Repaid",0,1,0,0
10248,0.730413108,20,1,0.136843852605633,30.744,0.997,1.592007411,"Repaid",0,0,0,1
13554,0.716936831,6,1,0.576266462008076,40.662,0.997,6.0122051382998,"Not_Repaid",0,1,0,0
69131,0.338931769,21,0,0.881138128665043,276.524,0.996,6.803099806,"Repaid",1,0,0,0
29660,0.499477639,21,1,0.379182645138553,29.66,0.999,5.39362005,"Not_Repaid",0,1,0,0
11229,0.661259285,6,0,0.476937120752928,44.916,0.996,6.500692003,"Not_Repaid",0,1,0,0
28919,0.654327868,6,1,1.22953001437299,86.757,0.997,6.34396995,"Not_Repaid",0,1,0,0
13483,0.676446162,18,1,0.198948467139512,26.966,0.998,3.671701208,"Repaid",0,1,0,0
12978,0.556017814,9,1,0.371505251221838,38.934,0.997,4.586744805,"Repaid",0,0,1,0
15023,0.619656556,11,0,0.354529840577743,30.046,0.998,0.916465366,"Repaid",1,0,0,0
10111,0.328265157,13,0,0.203636851790338,0,1,0.886845445,"Not_Repaid",1,0,0,0
26308,0.321666495,20,1,0.352001357925714,26.308,0.999,5.314529527,"Not_Repaid",1,0,0,0
12284,0.724617361,18,1,0.181438237103996,12.284,0.999,4.336746506,"Not_Repaid",0,1,0,0
12426,0.694895109,11,1,0.2938305419345,0,1,3.910745493,"Not_Repaid",0,1,0,0
13163,0.638078676,12,1,0.285112144320801,52.652,0.996,2.94035536737474,"Repaid",0,0,0,1
22389,0.29529719,17,0,0.348306894959232,67.167,0.997,6.624281734,"Not_Repaid",1,0,0,0
23490,0.63320216,8,1,0.756255079672895,0,1,1.238949902,"Repaid",0,1,0,0
78066,0.539431862,21,1,0.995022915224216,312.264,0.996,4.703512335,"Repaid",0,0,1,0
26963,0.719019857,19,0,0.378520510505489,26.963,0.999,1.077716157,"Repaid",0,1,0,0
51001,0.689134437,20,1,0.683077073407957,0,1,6.837023067,"Repaid",0,1,0,0
30779,0.721245527,6,1,1.30992295340191,61.558,0.998,5.168854854,"Not_Repaid",0,0,1,0
16768,0.72546177,19,1,0.234690938109248,67.072,0.996,5.16201100269702,"Repaid",0,1,0,0
61567,0.726099665,6,1,2.62285441755285,61.567,0.999,6.18130292,"Not_Repaid",0,0,1,0
17425,0.711709429,14,0,0.326615756244294,17.425,0.999,0.218407935,"Repaid",0,0,1,0
19856,0.716434735,6,1,0.845897921206642,19.856,0.999,5.919337013,"Not_Repaid",0,0,0,1
30732,0.705581006,19,0,0.430999814271007,61.464,0.998,0.842158097,"Repaid",1,0,0,0
40304,0.691063666,14,1,0.754705557597234,80.608,0.998,6.564056933,"Repaid",1,0,0,0
13173,0.301972897,16,1,0.217467744807432,13.173,0.999,5.717098974,"Not_Repaid",1,0,0,0
27936,0.729966971,9,0,0.802095815736102,0,1,0.128704209,"Repaid",0,0,1,0
34944,0.725874147,14,0,0.654993456883821,34.944,0.999,0.398127566,"Repaid",0,1,0,0
48025,0.688078786,11,0,1.13221295196163,144.075,0.997,0.068491343,"Repaid",0,1,0,0
73506,0.660084946,21,1,0.936901524434084,294.024,0.996,6.742471295,"Repaid",0,1,0,0
10138,0.728530751,8,1,0.326390549072959,0,1,5.6696468723912,"Not_Repaid",0,0,1,0
23018,0.279081289,17,0,0.358092282289142,69.054,0.997,5.832689697,"Not_Repaid",1,0,0,0
29123,0.701223741,8,0,0.934795378257036,87.369,0.997,4.852003077,"Not_Repaid",1,0,0,0
47510,0.713000222,18,1,0.702438896468174,0,1,5.890169376,"Repaid",0,1,0,0
18522,0.727951571,6,1,0.789857206954609,0,1,6.717739652,"Not_Repaid",0,0,0,1
10286,0.267922175,8,0,0.330493063857657,20.572,0.998,4.472845293,"Not_Repaid",1,0,0,0
56352,0.717605237,10,0,1.4595098366817,56.352,0.999,0.10017914,"Repaid",0,1,0,0
15978,0.729288831,21,1,0.204472183040215,0,1,4.523961238,"Repaid",0,0,0,1
13424,0.652116384,18,0,0.197879417532103,40.272,0.997,0.526940773,"Repaid",0,1,0,0
48085,0.661171332,6,1,2.04644872199652,96.17,0.998,6.823399267,"Not_Repaid",0,1,0,0
12549,0.724024099,7,1,0.459749199447304,12.549,0.999,6.15436879579499,"Not_Repaid",1,0,0,0
14012,0.30811846,16,0,0.230623807446768,56.048,0.996,6.141173573,"Not_Repaid",1,0,0,0
28792,0.604606654,9,1,0.82584653436237,28.792,0.999,0.447798766,"Repaid",1,0,0,0
24085,0.730269116,21,1,0.307293678241207,72.255,0.997,5.747036737,"Repaid",0,0,1,0
45496,0.582163861,20,0,0.608737029807978,45.496,0.999,6.725166238,"Not_Repaid",1,0,0,0
10640,0.694006596,8,1,0.341867217523379,21.28,0.998,6.557400562,"Repaid",0,0,0,1
13239,0.706535274,14,1,0.247656195588843,39.717,0.997,4.305379387,"Repaid",0,1,0,0
15287,0.692149951,17,1,0.237582157040097,61.148,0.996,5.317963617,"Repaid",0,0,1,0
56145,0.584344912,16,1,0.92501955782676,168.435,0.997,4.158120621,"Repaid",0,0,1,0
51258,0.725620858,7,1,1.87978435565775,0,1,3.618853133,"Not_Repaid",0,0,1,0
19243,0.69676011,20,0,0.257213843245076,38.486,0.998,0.91482206,"Repaid",0,1,0,0
31012,0.62917364,20,0,0.415356291063461,0,1,4.946588702,"Not_Repaid",1,0,0,0
33504,0.296141743,19,0,0.469404810010618,100.512,0.997,6.599021095,"Not_Repaid",1,0,0,0
47747,0.488576194,11,1,1.12904610379419,0,1,5.82869361232349,"Repaid",1,0,0,0
43434,0.558660187,8,0,1.39275412507409,173.736,0.996,0.16810969,"Repaid",0,1,0,0
13417,0.7159731,16,0,0.221495842411092,13.417,0.999,1.248232694,"Repaid",0,1,0,0
11093,0.309769527,14,1,0.207720046407952,22.186,0.998,6.144385071,"Not_Repaid",1,0,0,0
19799,0.604189244,13,0,0.397956919843705,39.598,0.998,0.257810629,"Repaid",0,1,0,0
72185,0.715643058,7,0,2.63929839268046,216.555,0.997,0.043277926,"Repaid",0,0,0,1
11155,0.276194938,16,0,0.1837847211249,33.465,0.997,3.720128024,"Not_Repaid",1,0,0,0
48673,0.635196986,9,0,1.39469962843802,97.346,0.998,0.035024813,"Repaid",0,0,1,0
18956,0.718644105,6,1,0.807556456204326,18.956,0.999,6.620853716,"Not_Repaid",0,0,1,0
14574,0.686035555,20,1,0.194609905139978,43.722,0.997,2.440109482,"Repaid",0,0,1,0
91954,0.579751255,20,1,1.23034563124149,91.954,0.999,6.01124436531905,"Repaid",0,1,0,0
25853,0.60567704,6,0,1.09807243590929,103.412,0.996,6.94529287,"Not_Repaid",1,0,0,0
14470,0.729719138,15,1,0.254228270766081,0,1,5.3024449859616,"Not_Repaid",0,1,0,0
21614,0.284396044,18,0,0.318286345001685,86.456,0.996,6.199924639,"Not_Repaid",1,0,0,0
26705,0.689696956,13,1,0.536766480348812,53.41,0.998,6.822463033,"Repaid",0,1,0,0
12447,0.264085715,12,0,0.269603499229736,49.788,0.996,5.664078222,"Not_Repaid",1,0,0,0
61406,0.717080479,21,1,0.783461723316568,184.218,0.997,6.748191046,"Repaid",0,1,0,0
15585,0.718038437,13,1,0.313883921981249,0,1,1.69469992,"Repaid",0,0,1,0
102666,0.599976521,21,1,1.30857252343414,410.664,0.996,6.870790376,"Repaid",1,0,0,0
35865,0.634757254,16,1,0.591488148452372,71.73,0.998,6.869315044,"Repaid",0,1,0,0
64009,0.604154319,15,1,1.12459553444824,0,1,5.827685883,"Repaid",1,0,0,0
12265,0.69394831,6,1,0.521462900732555,36.795,0.997,6.355726869,"Not_Repaid",0,1,0,0
14758,0.680812203,17,1,0.229821293327332,29.516,0.998,4.918201453,"Repaid",0,1,0,0
20802,0.710799422,10,1,0.539308538071233,0,1,5.284232949,"Not_Repaid",0,0,0,1
12113,0.269927169,14,1,0.227047153824225,12.113,0.999,5.287095878,"Not_Repaid",1,0,0,0
19721,0.358326491,20,1,0.264131349673111,0,1,6.120687411,"Not_Repaid",0,1,0,0
65042,0.610577528,7,1,2.38051434298197,130.084,0.998,4.42369310299559,"Not_Repaid",0,0,1,0
21040,0.346724935,18,0,0.309833658685826,84.16,0.996,6.023777539,"Not_Repaid",1,0,0,0
48905,0.658518428,21,0,0.62333917030513,195.62,0.996,4.889700837,"Repaid",0,1,0,0
16558,0.716364497,12,0,0.360088602199104,0,1,0.327319075,"Repaid",0,1,0,0
41100,0.72764165,16,0,0.677824143354035,82.2,0.998,0.181898457,"Repaid",0,0,1,0
26697,0.695847005,15,0,0.468110427114912,53.394,0.998,0.853296643,"Repaid",0,1,0,0
12129,0.731443539,6,1,0.517232375723596,0,1,6.26603443,"Not_Repaid",0,0,0,1
40376,0.563587288,6,1,1.71491790787427,161.504,0.996,6.164331455,"Not_Repaid",1,0,0,0
21631,0.453147735,6,1,0.918748495770468,86.524,0.996,6.451899892,"Repaid",0,1,0,0
12868,0.708619189,6,1,0.547648999784781,25.736,0.998,5.740216662,"Not_Repaid",0,0,1,0
15740,0.651133917,19,0,0.220745056508709,31.48,0.998,2.316597231,"Repaid",0,1,0,0
42920,0.694808942,10,0,1.11050996101862,85.84,0.998,0.449727925,"Repaid",1,0,0,0
16977,0.366572673,6,1,0.721075919407112,67.908,0.996,2.518992799,"Not_Repaid",1,0,0,0
11542,0.684759392,15,1,0.202582473979331,11.542,0.999,3.84803339146976,"Repaid",0,0,0,1
12901,0.694536179,10,1,0.333799837071323,25.802,0.998,6.032908458,"Repaid",0,1,0,0
48125,0.72343687,17,0,0.750185123712427,48.125,0.999,0.347648903,"Repaid",0,1,0,0
49490,0.532986236,6,1,2.10202316377793,197.96,0.996,6.620094284,"Not_Repaid",0,1,0,0
78711,0.714388533,21,1,1.00324403300045,314.844,0.996,6.17821378141901,"Repaid",1,0,0,0
90266,0.426334206,21,0,1.15052312742588,361.064,0.996,6.827531525,"Not_Repaid",1,0,0,0
54441,0.715829487,17,0,0.847791098389572,108.882,0.998,0.107023679,"Repaid",0,0,1,0
32830,0.706234415,21,1,0.418448521850883,131.32,0.996,6.777479665,"Repaid",0,1,0,0
12633,0.712485807,11,1,0.298127902284406,25.266,0.998,6.303177568,"Not_Repaid",0,1,0,0
21692,0.273701657,17,0,0.33746362791798,65.076,0.997,4.909543268,"Not_Repaid",1,0,0,0
23515,0.726299998,20,0,0.314001092312789,70.545,0.997,0.638670696,"Repaid",0,0,0,1
16123,0.641218383,18,0,0.237902999012857,32.246,0.998,4.971309155,"Not_Repaid",0,1,0,0
56046,0.670416807,6,1,2.38287074883463,168.138,0.997,6.40689254,"Not_Repaid",0,0,1,0
25109,0.690788321,6,1,1.0675427618829,75.327,0.997,6.023171874,"Not_Repaid",1,0,0,0
13739,0.331391062,15,1,0.240660931957085,41.217,0.997,6.104394149,"Not_Repaid",1,0,0,0
53588,0.712348497,16,0,0.884662681905465,53.588,0.999,0.336825119,"Repaid",0,1,0,0
73660,0.570004291,21,1,0.939807030900863,220.98,0.997,6.277811888,"Repaid",0,0,1,0
32258,0.401718979,20,0,0.431180385355697,64.516,0.998,6.897098132,"Not_Repaid",1,0,0,0
15661,0.621223608,19,1,0.219637123887096,31.322,0.998,3.0975818135784,"Repaid",1,0,0,0
66322,0.712559243,6,1,2.82542515764841,66.322,0.999,6.219556425,"Not_Repaid",0,1,0,0
85785,0.709480748,7,1,3.13655486065101,257.355,0.997,0.064366,"Repaid",0,0,1,0
70490,0.645439473,18,0,1.03803111220361,281.96,0.996,0.061370328,"Repaid",0,0,1,0
19503,0.640536504,6,1,0.828364472886664,78.012,0.996,1.736559816,"Not_Repaid",0,1,0,0
17519,0.570430171,10,1,0.452831546949068,52.557,0.997,5.47612467,"Not_Repaid",1,0,0,0
10929,0.702304293,15,1,0.192015257166724,0,1,3.637799767,"Not_Repaid",0,1,0,0
75390,0.43221528,21,0,0.960914835892113,301.56,0.996,6.57752927823302,"Not_Repaid",1,0,0,0
16524,0.65190671,15,1,0.289735052539492,33.048,0.998,6.389801207,"Repaid",0,0,0,1
13028,0.681505926,14,1,0.243709110667833,39.084,0.997,6.314574951,"Repaid",0,0,1,0
28153,0.720859602,19,0,0.39443510077092,84.459,0.997,1.574437752,"Repaid",0,0,1,0
17367,0.698764544,9,1,0.498639677544705,0,1,6.775673492,"Not_Repaid",0,1,0,0
27110,0.676514,6,1,1.15608621534065,0,1,6.870884936,"Not_Repaid",0,0,1,0
32147,0.278075815,18,0,0.473394611491125,128.588,0.996,6.596232789,"Not_Repaid",1,0,0,0
16268,0.284486653,18,1,0.239561499976284,65.072,0.996,6.075818822,"Not_Repaid",1,0,0,0
32068,0.551241982,13,1,0.645207826787591,32.068,0.999,6.514022997,"Repaid",0,1,0,0
58011,0.488797739,20,1,0.775410916202782,116.022,0.998,6.686997232,"Not_Repaid",1,0,0,0
37972,0.70748249,21,1,0.484473969282753,113.916,0.997,6.432349232,"Repaid",0,0,1,0
50561,0.645373134,21,1,0.644446412223652,202.244,0.996,6.484716977,"Repaid",0,1,0,0
10422,0.263197621,9,1,0.298038546006416,41.688,0.996,5.899661602,"Not_Repaid",1,0,0,0
10386,0.293594797,21,0,0.132644936592162,20.772,0.998,6.047042967,"Repaid",0,1,0,0
49689,0.729733935,19,0,0.696861570067423,99.378,0.998,0.109533315,"Repaid",0,0,0,1
14666,0.299736601,18,1,0.2166210668648,14.666,0.999,6.150273162,"Not_Repaid",1,0,0,0
78067,0.368896121,21,0,0.995035661143249,312.268,0.996,6.954285191,"Not_Repaid",1,0,0,0
14484,0.682201554,9,1,0.415031525040502,28.968,0.998,4.236367782,"Not_Repaid",0,0,1,0
71141,0.66560707,10,1,1.84069872173405,142.282,0.998,5.964945105,"Not_Repaid",0,1,0,0
40777,0.674029257,20,1,0.545050609884347,81.554,0.998,4.915401478,"Repaid",0,1,0,0
12178,0.688759755,11,1,0.287390294785046,24.356,0.998,4.987394157,"Repaid",0,0,1,0
15174,0.720913931,6,1,0.647084184123163,0,1,6.911081297,"Not_Repaid",0,1,0,0
54384,0.69807203,11,1,1.28341548625308,108.768,0.998,2.309613595,"Repaid",1,0,0,0
33448,0.656027691,6,1,1.42351288038556,66.896,0.998,6.833186027,"Not_Repaid",0,0,1,0
15148,0.623794745,17,1,0.236130997485628,15.148,0.999,2.274978551,"Repaid",1,0,0,0
26503,0.686395766,21,0,0.338483415607747,53.006,0.998,5.1241904683714,"Not_Repaid",1,0,0,0
15416,0.712138784,14,1,0.289248128947428,0,1,6.950848243,"Repaid",1,0,0,0
22933,0.729063473,18,0,0.338727050757565,22.933,0.999,0.95345888,"Repaid",0,0,1,0
40887,0.304705295,20,1,0.545425705598507,163.548,0.996,6.669697187,"Not_Repaid",1,0,0,0
49882,0.328373666,19,0,0.698867321303415,149.646,0.997,6.835069953,"Not_Repaid",1,0,0,0
14175,0.3004058,15,0,0.248547226443191,28.35,0.998,6.015824254,"Not_Repaid",1,0,0,0
15873,0.710116537,12,1,0.34450145005079,31.746,0.998,4.07324182289502,"Repaid",0,1,0,0
53507,0.513209097,6,1,2.2726399964491,214.028,0.996,6.835852469,"Not_Repaid",0,1,0,0
21323,0.521432122,20,0,0.285016410097946,42.646,0.998,5.829024687,"Not_Repaid",1,0,0,0
15218,0.426146579,20,1,0.20382084475054,0,1,6.259570169,"Not_Repaid",0,1,0,0
40301,0.683390135,21,0,0.514189019173713,120.903,0.997,0.964250973,"Repaid",0,0,1,0
15866,0.306394474,16,0,0.261138833068114,63.464,0.996,4.282647083,"Not_Repaid",1,0,0,0
18061,0.352947848,7,1,0.660363902060009,54.183,0.997,5.913968193,"Not_Repaid",1,0,0,0
13295,0.702536909,16,0,0.219701495104367,0,1,1.187188914,"Repaid",0,1,0,0
19074,0.632296738,6,1,0.810956654592152,57.222,0.997,6.090869557,"Not_Repaid",0,1,0,0
15214,0.290636393,15,1,0.266230656239766,60.856,0.996,6.566537431,"Not_Repaid",1,0,0,0
22346,0.617752847,14,1,0.418855419743758,22.346,0.999,4.21227747259115,"Repaid",0,1,0,0
20091,0.703088535,8,1,0.646825066228529,0,1,6.980572554,"Repaid",1,0,0,0
16138,0.719577464,18,1,0.23764712851102,64.552,0.996,6.441216455,"Repaid",0,1,0,0
12195,0.717351329,14,1,0.228126543183468,36.585,0.997,6.713296702,"Repaid",0,0,0,1
10906,0.404872007,10,1,0.281615811967121,43.624,0.996,4.243726708,"Not_Repaid",1,0,0,0
57594,0.57601273,12,1,1.25250289618645,0,1,6.757124033,"Repaid",1,0,0,0
38146,0.711022115,19,1,0.536049285711271,0,1,6.974283172,"Repaid",0,1,0,0
11236,0.683683787,20,0,0.150337815784298,11.236,0.999,1.349732431,"Repaid",0,0,1,0
16105,0.302137017,16,0,0.265604813350772,32.21,0.998,6.237884887,"Not_Repaid",1,0,0,0
15061,0.471264719,16,0,0.248884860305895,0,1,3.633733819,"Not_Repaid",1,0,0,0
19617,0.697960381,18,1,0.289168692917704,58.851,0.997,5.327095271,"Repaid",0,1,0,0
19790,0.318432321,18,1,0.292304030632373,19.79,0.999,6.692244223,"Not_Repaid",1,0,0,0
73471,0.695223536,8,0,2.35828558994344,220.413,0.997,0.028520194,"Repaid",0,0,1,0
17123,0.488811622,20,0,0.229105946927246,17.123,0.999,3.625166345,"Repaid",1,0,0,0
15690,0.577763172,8,1,0.504630760232765,15.69,0.999,4.009598163,"Repaid",0,0,0,1
36048,0.677717679,20,0,0.480874259187883,144.192,0.996,1.153606452,"Repaid",0,0,1,0
14676,0.621650948,21,0,0.187246918076311,44.028,0.997,2.011864669,"Repaid",0,1,0,0
46044,0.726891515,6,1,1.96351286238084,0,1,6.755821316,"Not_Repaid",0,0,0,1
31922,0.678942296,19,0,0.448586098109243,0,1,5.113204727,"Not_Repaid",1,0,0,0
65256,0.615046101,20,1,0.872252068534049,130.512,0.998,5.173117661,"Repaid",0,1,0,0
44880,0.485691597,6,1,1.906219429993,179.52,0.996,6.33986982,"Not_Repaid",0,1,0,0
16689,0.725103063,20,0,0.22352254422669,0,1,1.063876296,"Repaid",0,1,0,0
20830,0.291499326,17,0,0.324053446871267,62.49,0.997,6.853847364,"Not_Repaid",1,0,0,0
23777,0.718068011,6,1,1.01192495087681,47.554,0.998,5.77959047103395,"Not_Repaid",0,0,1,0
11162,0.722863351,15,1,0.195520585377756,33.486,0.997,4.770589003,"Repaid",0,0,1,0
62942,0.710827382,6,1,2.68143165575083,62.942,0.999,6.647032384,"Not_Repaid",0,1,0,0
10391,0.695735924,6,1,0.44311663089652,0,1,6.931741002,"Not_Repaid",0,1,0,0
27727,0.714148934,17,0,0.431783100697042,55.454,0.998,0.310045466,"Repaid",0,0,1,0
46776,0.494324618,12,0,1.01419096165575,140.328,0.997,0.079365413,"Repaid",0,0,1,0
38664,0.299961722,6,1,1.64220294209557,154.656,0.996,6.159396834,"Not_Repaid",1,0,0,0
43028,0.664225764,21,1,0.548431404148638,172.112,0.996,6.130645665,"Repaid",0,1,0,0
36704,0.270641601,19,0,0.513722339716235,146.816,0.996,6.901234207,"Not_Repaid",1,0,0,0
22344,0.314312356,18,0,0.32903627707586,89.376,0.996,6.38537854,"Not_Repaid",1,0,0,0
14428,0.699493161,19,1,0.201939459389327,57.712,0.996,5.110783557,"Repaid",0,0,0,1
14936,0.515323086,19,1,0.209259498636538,44.808,0.997,3.906652984,"Repaid",1,0,0,0
33529,0.723910962,6,1,1.42838997784738,33.529,0.999,6.702161155,"Not_Repaid",0,0,1,0
36110,0.696260406,16,0,0.594335261697316,144.44,0.996,0.10719541,"Repaid",0,0,0,1
15862,0.714146126,18,1,0.234520854047109,0,1,6.590308327,"Repaid",0,1,0,0
10831,0.284092075,15,1,0.189532288532464,43.324,0.996,5.513881383,"Not_Repaid",1,0,0,0
27537,0.638777063,9,1,0.789058485573067,55.074,0.998,6.411817338,"Not_Repaid",1,0,0,0
18847,0.718012443,7,1,0.689793576799316,37.694,0.998,5.07125099622187,"Not_Repaid",0,1,0,0
68794,0.719217852,21,1,0.878603482372536,137.588,0.998,6.901233776,"Repaid",1,0,0,0
21125,0.658595632,10,1,0.547134889620616,21.125,0.999,4.044781155,"Repaid",0,1,0,0
23150,0.602061573,16,1,0.381791457874597,46.3,0.998,3.26711653,"Repaid",0,1,0,0
15125,0.665391399,6,1,0.64370462556301,30.25,0.998,6.294723478,"Not_Repaid",0,1,0,0
73658,0.399915145,19,0,1.03197885314476,220.974,0.997,6.783086508,"Not_Repaid",1,0,0,0
27571,0.726232884,20,0,0.368900313188758,27.571,0.999,2.46596646933159,"Repaid",0,0,1,0
21633,0.612233176,20,1,0.288870322347547,64.899,0.997,4.693061462,"Repaid",0,0,0,1
41752,0.650091432,6,1,1.773361712145,167.008,0.996,5.2417459313691,"Not_Repaid",0,0,0,1
27968,0.707446314,17,0,0.435536111382222,55.936,0.998,0.215546431,"Repaid",0,0,0,1
59733,0.669749658,21,0,0.761351981593627,238.932,0.996,6.156699408,"Not_Repaid",0,1,0,0
36960,0.592138185,19,0,0.51938293923055,0,1,4.588666,"Not_Repaid",1,0,0,0
27528,0.313682234,19,0,0.385291754787176,110.112,0.996,6.756786043,"Not_Repaid",1,0,0,0
11061,0.667885937,6,1,0.470744916585287,22.122,0.998,6.557709661,"Not_Repaid",0,1,0,0
25948,0.425237707,19,0,0.364271416630064,25.948,0.999,6.029397483,"Not_Repaid",1,0,0,0
26644,0.463810989,6,1,1.13166912862597,106.576,0.996,6.387812255,"Not_Repaid",0,1,0,0
11190,0.727656355,10,1,0.289819617271228,11.19,0.999,6.276437537,"Repaid",0,1,0,0
13879,0.685058061,16,0,0.229352166269538,0,1,1.867686883,"Repaid",0,1,0,0
16629,0.711816415,14,0,0.312007468621353,0,1,0.443663292,"Repaid",0,1,0,0
19156,0.729335765,6,0,0.816076781760397,19.156,0.999,3.61793528,"Not_Repaid",0,1,0,0
46283,0.620814251,18,0,0.681560419437077,185.132,0.996,1.854240677,"Repaid",0,1,0,0
11354,0.729510901,19,1,0.15955286504393,0,1,5.527769403,"Repaid",0,1,0,0
22769,0.644463831,20,0,0.304649495157769,22.769,0.999,1.058370475,"Repaid",1,0,0,0
57404,0.723596939,6,1,2.44305588931035,114.808,0.998,5.56524278,"Not_Repaid",0,0,0,1
15496,0.666540365,7,1,0.567716439129446,15.496,0.999,6.575554224,"Not_Repaid",0,1,0,0
19480,0.719212256,18,0,0.287437227610895,38.96,0.998,0.383727748,"Repaid",0,1,0,0
53833,0.689025909,6,1,2.29107775920222,107.666,0.998,6.724969391,"Not_Repaid",0,0,0,1
81993,0.700102535,15,0,1.43768132188759,163.986,0.998,0.207289151,"Repaid",1,0,0,0
10545,0.682215604,20,0,0.141092227433733,10.545,0.999,2.47897688,"Repaid",0,1,0,0
17424,0.694418648,13,1,0.34951793408886,69.696,0.996,6.565820022,"Repaid",1,0,0,0
12298,0.310951557,18,0,0.181463194309999,24.596,0.998,4.200017797,"Not_Repaid",1,0,0,0
26354,0.61082341,20,1,0.352263868673323,52.708,0.998,5.275305581,"Repaid",0,0,1,0
80738,0.661060907,15,0,1.41283888020811,322.952,0.996,0.116107109,"Repaid",0,0,1,0
10187,0.716306999,13,1,0.205167501650496,0,1,6.62514099,"Not_Repaid",1,0,0,0
16447,0.57752442,9,1,0.47128027425719,32.894,0.998,6.832208626,"Repaid",0,1,0,0
61993,0.723599503,8,1,1.98986264753935,185.979,0.997,0.280531667,"Repaid",0,0,1,0
54734,0.713238494,6,1,2.32942340334319,109.468,0.998,6.2569813,"Not_Repaid",0,0,0,1
16599,0.6919006,19,1,0.232558812122918,49.797,0.997,3.08023993594191,"Repaid",0,0,1,0
25109,0.719743041,21,1,0.321001248711528,25.109,0.999,5.821683707,"Repaid",0,0,1,0
60031,0.605052123,7,1,2.19711350394438,120.062,0.998,6.839195102,"Not_Repaid",0,1,0,0
12558,0.709708221,8,1,0.403897583620336,12.558,0.999,5.47364904280834,"Not_Repaid",0,1,0,0
22954,0.583285304,14,0,0.43025182604485,22.954,0.999,1.178208063,"Repaid",1,0,0,0
10499,0.265132834,9,0,0.301446304747041,0,1,2.700663856,"Not_Repaid",1,0,0,0
60121,0.382558891,19,0,0.844854482940474,0,1,6.498093604,"Not_Repaid",1,0,0,0
12065,0.683983801,18,1,0.17766839791086,48.26,0.996,2.393426045,"Repaid",0,0,0,1
20540,0.523525757,6,1,0.872409694564533,82.16,0.996,2.939281013,"Not_Repaid",0,1,0,0
25997,0.713826366,21,0,0.332021029904335,51.994,0.998,2.870379392,"Repaid",0,0,1,0
34818,0.406653107,19,1,0.487325207722316,139.272,0.996,6.867090974,"Not_Repaid",1,0,0,0
17951,0.704254553,13,1,0.361535468943561,0,1,4.39403612689041,"Repaid",1,0,0,0
63834,0.6060267,6,1,2.71398799880651,191.502,0.997,6.700859837,"Not_Repaid",0,1,0,0
37235,0.730185527,9,0,1.06801874503275,37.235,0.999,2.493688105,"Not_Repaid",0,1,0,0
14119,0.723067978,18,1,0.207915467062033,56.476,0.996,5.25514205725561,"Repaid",0,1,0,0
55563,0.728599268,6,1,2.36707424435962,55.563,0.999,5.267250113,"Not_Repaid",0,0,1,0
103777,0.397612872,17,1,1.61770309783905,103.777,0.999,6.917243934,"Repaid",1,0,0,0
11469,0.730477001,7,1,0.420602574720798,0,1,5.2000092,"Not_Repaid",0,0,0,1
62580,0.634267326,19,1,0.877650929880242,125.16,0.998,6.496550359,"Repaid",1,0,0,0
14185,0.579019202,15,0,0.248473347391459,42.555,0.997,2.243967145,"Repaid",1,0,0,0
19598,0.635333253,7,1,0.716561195535798,58.794,0.997,3.37295086416499,"Repaid",0,1,0,0
49596,0.604252018,18,0,0.731080720494798,148.788,0.997,6.833363552,"Not_Repaid",1,0,0,0
14694,0.719470202,6,1,0.624735088737396,44.082,0.997,3.660302679,"Not_Repaid",0,0,1,0
15864,0.540368851,16,0,0.262154533158005,0,1,6.740283217,"Not_Repaid",1,0,0,0
11517,0.379621746,16,1,0.1901295086121,11.517,0.999,5.926906723,"Not_Repaid",1,0,0,0
14747,0.718254474,6,0,0.627617329796874,29.494,0.998,6.781623721,"Not_Repaid",0,1,0,0
16036,0.723205855,17,1,0.249472927221682,48.108,0.997,6.667592136,"Repaid",0,1,0,0
12115,0.708464324,7,1,0.443849035883663,12.115,0.999,6.911675135,"Not_Repaid",0,1,0,0
22552,0.641075038,19,0,0.316279702311589,45.104,0.998,5.71571226951644,"Not_Repaid",1,0,0,0
15090,0.642512126,14,1,0.282848307703093,15.09,0.999,4.058578027,"Repaid",1,0,0,0
69342,0.718179976,21,1,0.884714894606674,208.026,0.997,6.13956820549112,"Repaid",1,0,0,0
16016,0.732033449,7,1,0.587354681029585,0,1,5.70311994976182,"Not_Repaid",0,0,0,1
46441,0.370887714,19,0,0.650004881723019,185.764,0.996,6.620112161,"Not_Repaid",1,0,0,0
27955,0.391130192,19,1,0.391268199835641,111.82,0.996,6.662000333,"Not_Repaid",1,0,0,0
